# num_particles=1000
time,x_est,y_est,x_gt,y_gt,rmse
1768584495.15963,-4.46643,-2.00881,-4.44167,-2.19407,0.10127
1768584495.26072,-4.52164,-2.13195,-4.39490,-2.28246,0.09503
1768584495.35788,-4.44241,-2.20016,-4.34637,-2.36989,0.07052
1768584495.44770,-4.41616,-2.35978,-4.29611,-2.45634,0.02692
1768584495.54847,-4.37320,-2.36757,-4.24413,-2.54177,0.04357
1768584495.65650,-4.26268,-2.48428,-4.19045,-2.62614,0.08827
1768584495.74917,-4.16448,-2.50372,-4.13509,-2.70941,0.04874
1768584495.86793,-4.20810,-2.58071,-4.07808,-2.79157,0.11127
1768584495.95003,-4.06566,-2.68099,-4.01943,-2.87257,0.05593
1768584496.05034,-4.06954,-2.73629,-3.95918,-2.95237,0.03875
1768584496.14955,-4.02719,-2.83460,-3.89735,-3.03096,0.07898
1768584496.25341,-3.96297,-2.87348,-3.83395,-3.10830,0.04299
1768584496.34912,-3.87693,-3.10720,-3.76902,-3.18435,0.12399
1768584496.45659,-3.87839,-3.12593,-3.70259,-3.25909,0.06106
1768584496.55350,-3.79296,-3.24052,-3.63467,-3.33248,0.14102
1768584496.65027,-3.74763,-3.24807,-3.56530,-3.40451,0.13314
1768584496.74908,-3.60767,-3.27829,-3.49450,-3.47513,0.04938
1768584496.86521,-3.59850,-3.36795,-3.42230,-3.54432,0.06896
1768584496.95171,-3.46303,-3.48866,-3.34874,-3.61205,0.03514
1768584497.05261,-3.43536,-3.57695,-3.27383,-3.67830,0.07607
1768584497.15039,-3.41690,-3.64582,-3.19762,-3.74303,0.15902
1768584497.25232,-3.22311,-3.58607,-3.12012,-3.80623,0.12527
1768584497.35570,-3.26035,-3.63460,-3.04138,-3.86787,0.05227
1768584497.45212,-3.09694,-3.85308,-2.96142,-3.92792,0.09874
1768584497.55212,-2.96474,-3.80561,-2.88027,-3.98636,0.15517
1768584497.66590,-2.98219,-3.86936,-2.79797,-4.04316,0.05246
1768584497.74964,-2.83527,-4.00628,-2.71456,-4.09831,0.00335
1768584497.84876,-2.80014,-4.04571,-2.63005,-4.15178,0.03762
1768584497.95442,-2.74869,-4.11411,-2.54450,-4.20355,0.07269
1768584498.05363,-2.60806,-4.16828,-2.45792,-4.25359,0.04237
1768584498.15417,-2.52109,-4.16823,-2.37036,-4.30190,0.02112
1768584498.25446,-2.47584,-4.24242,-2.28186,-4.34844,0.05089
1768584498.35033,-2.41593,-4.27924,-2.19244,-4.39320,0.15413
1768584498.44802,-2.29526,-4.27838,-2.10214,-4.43617,0.06547
1768584498.55275,-2.25559,-4.41049,-2.01100,-4.47732,0.08113
1768584498.65422,-2.15551,-4.37506,-1.91906,-4.51665,0.20869
1768584498.74819,-2.08025,-4.38410,-1.82635,-4.55412,0.11930
1768584498.85247,-1.99995,-4.42895,-1.73291,-4.58974,0.08817
1768584498.94946,-1.73666,-4.50165,-1.63877,-4.62347,0.04195
1768584499.05416,-1.73270,-4.54778,-1.54398,-4.65532,0.05645
1768584499.15414,-1.66485,-4.57341,-1.44857,-4.68527,0.11061
1768584499.25369,-1.55553,-4.71346,-1.35259,-4.71330,0.14634
1768584499.35014,-1.49544,-4.74505,-1.25606,-4.73941,0.06444
1768584499.44912,-1.38736,-4.65905,-1.15902,-4.76358,0.09274
1768584499.54783,-1.33077,-4.68447,-1.06153,-4.78581,0.06778
1768584499.66728,-1.15638,-4.69585,-0.96360,-4.80608,0.15588
1768584499.75004,-1.11823,-4.78634,-0.86530,-4.82439,0.10916
1768584499.85212,-0.95293,-4.75932,-0.76664,-4.84073,0.01367
1768584499.95456,-0.85221,-4.82044,-0.66768,-4.85509,0.02713
1768584500.05151,-0.78971,-4.85501,-0.56845,-4.86747,0.04181
1768584500.15790,-0.67428,-4.81381,-0.46899,-4.87787,0.10365
1768584500.25717,-0.46642,-4.84925,-0.36935,-4.88627,0.02452
1768584500.34964,-0.44474,-4.88143,-0.26956,-4.89268,0.01199
1768584500.45059,-0.35795,-4.88258,-0.16966,-4.89709,0.04546
1768584500.54826,-0.30359,-4.92283,-0.06969,-4.89951,0.01473
1768584500.64798,-0.15900,-4.90726,0.03031,-4.89992,0.01814
1768584500.74854,-0.05168,-4.89734,0.13030,-4.89833,0.04450
1768584500.85167,0.06734,-4.87525,0.23023,-4.89475,0.02098
1768584500.95164,0.15121,-4.90008,0.33007,-4.88917,0.01964
