# num_particles=1000
time,x_est,y_est,x_gt,y_gt,rmse
1768584015.84992,-1.84587,-4.52507,-1.60198,-4.63609,0.10818
1768584015.94953,-1.77935,-4.53368,-1.50694,-4.66720,0.01476
1768584016.05141,-1.58864,-4.62977,-1.41130,-4.69640,0.08249
1768584016.15294,-1.43079,-4.69890,-1.31510,-4.72369,0.06281
1768584016.24867,-1.38138,-4.75163,-1.21837,-4.74904,0.07102
1768584016.35152,-1.38612,-4.72328,-1.12115,-4.77246,0.08786
1768584016.45043,-1.30316,-4.72601,-1.02348,-4.79392,0.07286
1768584016.55069,-1.17795,-4.72682,-0.92541,-4.81343,0.17437
1768584016.66121,-1.08294,-4.73866,-0.82696,-4.83098,0.02820
1768584016.75218,-0.92819,-4.78537,-0.72818,-4.84655,0.12413
1768584016.85135,-0.85162,-4.85962,-0.62911,-4.86014,0.14377
1768584016.95653,-0.77281,-4.86470,-0.52979,-4.87175,0.12709
1768584017.05990,-0.61291,-4.77561,-0.43026,-4.88137,0.00628
1768584017.15033,-0.53008,-4.86548,-0.33055,-4.88900,0.15099
1768584017.25533,-0.48151,-4.89184,-0.23071,-4.89463,0.06884
1768584017.34989,-0.29953,-4.89623,-0.13078,-4.89827,0.05367
1768584017.44963,-0.17863,-4.90761,-0.03079,-4.89991,0.01473
1768584017.55801,-0.12797,-4.91273,0.06921,-4.89954,0.07106
1768584017.64789,-0.00186,-4.89912,0.16918,-4.89718,0.19041
1768584017.75429,-0.01239,-4.83983,0.26908,-4.89281,0.07969
1768584017.85559,0.09057,-4.91028,0.36888,-4.88646,0.08946
1768584017.94815,0.32494,-4.82294,0.46852,-4.87810,0.12639
1768584018.05282,0.34321,-4.86167,0.56799,-4.86776,0.04199
1768584018.15362,0.50991,-4.87097,0.66722,-4.85542,0.01937
1768584018.26475,0.64949,-4.86323,0.76619,-4.84111,0.11109
1768584018.35955,0.65883,-4.81257,0.86485,-4.82482,0.17482
1768584018.44867,0.69028,-4.81536,0.96317,-4.80656,0.01440
1768584018.56240,0.87428,-4.81394,1.06110,-4.78633,0.21091
1768584018.74416,0.85029,-4.79275,1.25565,-4.74003,0.22949
1768584018.75231,0.93189,-4.79973,1.25565,-4.74003,0.14629
1768584018.87985,1.12773,-4.81100,1.35220,-4.71397,0.05765
1768584018.96077,1.29652,-4.72891,1.44820,-4.68599,0.01422
1768584019.05361,1.43661,-4.69422,1.54362,-4.65609,0.02346
1768584019.16575,1.42616,-4.67796,1.63843,-4.62429,0.04574
1768584019.25288,1.49946,-4.64421,1.73258,-4.59060,0.04814
1768584019.36184,1.67084,-4.58869,1.82604,-4.55503,0.05605
1768584019.45867,1.83401,-4.49955,1.91877,-4.51760,0.13321
1768584019.54969,1.90681,-4.44910,2.01073,-4.47832,0.05857
1768584019.67305,1.98408,-4.42617,2.10189,-4.43721,0.05906
1768584019.75062,2.05403,-4.40261,2.19221,-4.39429,0.04057
1768584019.85972,2.15239,-4.38651,2.28165,-4.34957,0.10055
1768584019.95341,2.20379,-4.41320,2.37018,-4.30307,0.03456
1768584020.05071,2.25682,-4.37362,2.45776,-4.25481,0.09824
1768584020.16225,2.34252,-4.39733,2.54436,-4.20481,0.07477
1768584020.26786,2.43196,-4.32499,2.62994,-4.15308,0.13110
1768584020.34764,2.52908,-4.23684,2.71447,-4.09966,0.03002
1768584020.44854,2.60124,-4.16186,2.79792,-4.04455,0.12326
1768584020.55076,2.67737,-4.07027,2.88024,-3.98779,0.05574
1768584020.65561,2.74253,-4.05079,2.96142,-3.92939,0.07642
1768584020.77797,2.88500,-3.93064,3.04141,-3.86938,0.13283
1768584020.89227,2.96096,-3.97508,3.12018,-3.80778,0.11293
1768584020.95430,3.06492,-3.90627,3.19771,-3.74462,0.03499
1768584021.05190,3.14456,-3.83288,3.27396,-3.67992,0.03678
1768584021.15732,3.20132,-3.70802,3.34889,-3.61371,0.05772
1768584021.26374,3.22708,-3.64625,3.42249,-3.54602,0.06075
1768584021.35277,3.41213,-3.60588,3.49473,-3.47686,0.02657
1768584021.46510,3.40974,-3.56933,3.56556,-3.40628,0.05643
1768584021.55195,3.54598,-3.50045,3.63497,-3.33429,0.02951
1768584021.66162,3.64958,-3.35993,3.70292,-3.26093,0.04162
1768584021.76292,3.67598,-3.34138,3.76939,-3.18622,0.03287
